input_text,target_text,input_emotion,target_emotion
"neutral to neutral: Imam Samudra , 32 , is accused of being the "" field commander "" of the October 12 attacks that killed 202 people , mostly tourists .","Imam Samudra is charged with playing a key role in the planning and execution of the Oct. 12 attacks , that killed 202 people , mostly foreign tourists .",neutral,neutral
neutral to neutral: This is just the latest movement in a continuing trend towards open source support of business applications .,This is just the latest movement in a continuing trend toward open-source support among business application vendors .,neutral,neutral
"neutral to neutral: Dusenbery 's fiancee , Jessica Wheat , said he was considering settling down in Fort Campbell and making the Army his career .","Jessica Wheat , who said she and Dusenbery were planning to marry , said Dusenbery was considering settling down in Fort Campbell and making the Army his career .",neutral,neutral
neutral to neutral: The U.N. Office of the Humanitarian Coordinator for Iraq last week reported that cases of diarrhea have tripled in Baghdad .,Children get sick from drinking the water : The United Nations Office of the Humanitarian Coordinator for Iraq last week reported that cases of diarrhea have tripled in Baghdad .,neutral,neutral
"neutral to neutral: U.S. stocks fell , led by computer-related shares , after network-equipment maker Cisco Systems Inc. said sales will be unchanged this quarter .","U.S. stocks fell after Cisco Systems Inc . , the world 's biggest maker of networking-equipment , forecast that sales will be unchanged this quarter .",neutral,neutral
"neutral to neutral: Mr. Dewhurst has called for a "" cooling period "" between special sessions , which could give the Democrats some time at home .","Mr. Dewhurst has suggested a cooling-off period , which could give the senators time to go home .",neutral,neutral
neutral to neutral: The four fund companies named by Spitzer each said they 're cooperating with his investigation .,All the fund companies have said they are cooperating with Spitzer 's probe .,neutral,neutral
"neutral to neutral: AMC has since asked the experienced Fluor company of the US to produce a detailed costing of the project , but the report is still two weeks away .",AustMag has since asked the experienced US company Fluor to produce a detailed costing of the project but the report is still two weeks away .,neutral,neutral
neutral to neutral: The researchers found only empty cavities and scar tissue where the tumors had been .,"No tumors were detected ; rather , empty cavities and scar tissue were found in their place .",neutral,neutral
neutral to neutral: Mr. Bush has credited the Dallas pastor with helping to inspire the idea of using federal dollars to fund faith-based programs .,He has credited Dr. Evans with helping to inspire the idea of federal financing for faith-based programs .,neutral,neutral
"neutral to neutral: Attorney Patricia Anderson , who represents the Schindlers in the courtroom tug-of-war with their son-in-law , declined to comment on the case .","Pat Anderson , the lawyer representing the Schindlers , declined to comment on the filing .",neutral,neutral
"neutral to neutral: "" High-tech scam artists who think they can hijack the Internet should think again , "" Ashcroft said .",""" High-tech scam artists who think they can hijack the Internet should think again , "" said Assistant Attorney General Michael Chertoff of the Criminal Division .",neutral,neutral
"neutral to neutral: Those systems typically combine institutional and community-based care and are financed by a combination of state , federal , and private dollars .","Those systems typically combine institutional and community care and are paid for with combinations of state , federal and private money .",neutral,neutral
"neutral to neutral: The companies uniformly declined to give specific numbers on customer turnover , saying they will release those figures only when they report overall company performance at year-end .","The companies , however , declined to give specifics on customer turnover , saying they would release figures only when they report their overall company performance .",neutral,neutral
"neutral to neutral: Russia had closed checkpoints on parts of the border with China and Mongolia until June 4 , Itar-Tass news agency said .","Russia has closed dozens of checkpoints on the border with China and Mongolia , which has also reported SARS cases , until June 4 , Itar-Tass news agency said .",neutral,neutral
"neutral to neutral: Instead , tickets for the Jersey jam went on sale last night through Ticketmaster .","Tickets , available through Ticketmaster , went on sale yesterday .",neutral,neutral
neutral to neutral: The percentage of Americans without health coverage rose from 14.6 to 15.2 .,"The percentage of Californians without health insurance was unchanged , the report showed .",neutral,neutral
"admiration to admiration: Yesterday 's ruling is a great first step toward better coverage for poor Maine residents , he said , but there is more to be done .","He said the court 's ruling was a great first step toward better coverage for poor Maine residents , but that there was more to be done .",admiration,admiration
neutral to neutral: A ruling last week by U.S. District Judge Lee R. West in Oklahoma City that the FTC lacked authority to run the registry triggered a whirlwind of activity in Washington .,The legislation came after U.S. District Judge Lee R. West in Oklahoma City ruled last week that the FTC lacked authority to run the registry .,neutral,neutral
neutral to neutral: U.S. officials say Hussein loyalists do not require high-technology eavesdropping devices to gather substantial amounts of information on the activities of American officials .,U.S. officials say operatives loyal to the ousted Saddam government do not require hightechnology eavesdropping devices to gather substantial amounts of information on the activities of American officials .,neutral,neutral
"joy to joy: At first , the animals ’ performance declined compared to the sessions on the joystick .","At first , the animals ' performance declined compared with the joystick sessions .",joy,joy
"neutral to neutral: "" The public is understandably losing patience with these unwanted phone calls , unwanted intrusions , "" he said at a White House ceremony .",""" While many good people work in the telemarketing industry , the public is understandably losing patience with these unwanted phone calls , unwanted intrusions , "" Mr. Bush said .",neutral,neutral
"neutral to neutral: McBride dismissed Novell 's Unix ownership claims as "" a desperate measure to curry favor with the Linux community . """,""" We strongly disagree with Novell 's position and view it as a desperate measure to curry favor with the Linux community , "" McBride said .",neutral,neutral
"neutral to neutral: PC-related products were the strongest sellers , with microprocessors up 5.6 percent and DRAMs up 8.2 percent , the SIA said .","In July , PC-related products were the strongest sector with microprocessors up 5.6 per cent and DRAMs up 8.2 per cent over June .",neutral,neutral
"neutral to neutral: After a tense stand-off , the battlewagon turned back .","After the French threatened to open fire , the battlewagon turned back .",neutral,neutral
"neutral to neutral: Three such vigilante-style attacks forced the hacker organizer , who identified himself only as "" Eleonora67 , "" to extend the contest until 6 p.m. EDT Sunday .","Three such vigilante-style attacks forced the hacker organizer , who identified himself only as "" Eleonora [ 67 ] , "" to extend the contest until 3 p.m. Arizona time Sunday .",neutral,neutral
neutral to neutral: Only the Intel Corporation has a lower dividend yield .,Only Intel Corp. ' s 0.3 percent yield was lower .,neutral,neutral
"neutral to neutral: The broader Standard & Poor 's 500 Index < .SPX > gained 3 points , or 0.39 percent , at 924 .","The technology-laced Nasdaq Composite Index .IXIC rose 6 points , or 0.41 percent , to 1,498 .",neutral,neutral
"neutral to neutral: The euro soared to US $ 1.1914 in Asian trading , before slipping back slightly to US $ 1.1895 as trading opened in Europe .","The euro soared to $ 1.1914 in Asian trading , before slipping back to $ 1.1884 in late European trading , up from $ 1.1857 late Monday .",neutral,neutral
"neutral to neutral: The Nasdaq composite index rose 15.82 , or 0.9 percent , to 1,861.52 .","The technology-laced Nasdaq Composite Index .IXIC was up 17.48 points , or 0.95 percent , at 1,863.18 .",neutral,neutral
"neutral to neutral: The money was taken at 4 a.m. on March 18 , hours before the U.S. launched its first air strikes , the newspaper said .","The seizure took place at 4 a.m. on March 18 , just hours before the first American air assault .",neutral,neutral
"neutral to neutral: Yang would dine on shredded pork with garlic and kung pao chicken washed down with Chinese tea , state media said .","Yang was to dine on specially designed packets of shredded pork with garlic and "" eight treasure "" rice , washed down with Chinese tea , state media said .",neutral,neutral
"neutral to neutral: The agencies warn that the "" insulation can sift through cracks in the ceiling , around light fixtures or around ceiling fans . ""","The insulation can sift through cracks in the ceiling , around light fixtures or around ceiling fans , so cracks should be sealed , they recommend .",neutral,neutral
"neutral to neutral: In the 1990 's , the board found , budget cuts and trade-offs ate away at the shuttle program 's safety margins .","In the 1990s , the board found , budget cuts and trade-offs etched away at the shuttle program 's thin margins of safety .",neutral,neutral
"neutral to neutral: By late afternoon , the Dow Jones industrial average was up 12.81 , or 0.1 percent , at 9,331.77 , having gained 201 points Monday to its highest level since July 2002 .","In morning trading , the Dow Jones industrial average was down 8.76 , or 0.1 percent , at 9,310.20 , having gained 201 points Monday .",neutral,neutral
"neutral to neutral: On Friday , every major exhibitor will donate time to play daily trailers on all screens in more than 5,000 U.S. theaters .","Beginning Friday , every major exhibitor in the country will donate time to play trailers in more than 5,000 theaters across the United States .",neutral,neutral
"neutral to neutral: The updated 64-bit operating system , Windows XP 64-Bit Edition for 64-Bit Extended Systems , will run natively on AMD Athlon 64 processor-powered desktops and AMD Opteron processor-powered workstations .","Windows XP 64-bit Edition for 64-Bit Extended Systems will support AMD64 technology , running natively on AMD Athlon 64 powered desktops and AMD Opteron processor-powered workstations .",neutral,neutral
neutral to neutral: French President Jacques Chirac was said to have demanded that a European company provide the engines .,French President Jacques Chirac was also reported to have supported the European bid .,neutral,neutral
"neutral to neutral: Apple is working with Oxford Semiconductor and affected drive manufacturers to resolve this issue , which resides in the Oxford 922 chipset , "" the company statement said .","Apple is working with Oxford Semiconductor and affected drive manufacturers to resolve this issue , which resides in the Oxford 922 chip-set . """,neutral,neutral
"neutral to neutral: "" His statement is that he possibly hit the gas instead of the brakes , "" Mr Butts said .",""" He says he couldn 't stop the vehicle ... his statement is he possibly hit the gas instead of the brake , "" Butts said .",neutral,neutral
neutral to neutral: Blue chips edged lower by midday on Wednesday as a wave of profit warnings drained some of the optimism that has driven a rally over the past three months .,U.S. stocks fell in early morning trade on Wednesday as a wave of profit warnings drained some of the optimism that has driven a rally over the past three months .,neutral,neutral
"neutral to neutral: At least 2 female patients sharing a room and 10 nurses have fevers or other symptoms , and about 100 people who have had contact with them have been quarantined .","At least two female patients sharing a room and 10 nurses now have fevers or other symptoms , and about 100 of their contacts have been quarantined .",neutral,neutral
"neutral to neutral: Senate President Pro Tempore Robert D. Garton , R-Columbus , said he spoke with Kernan not long before the oath of office ceremony .","Senate President Pro Tempore Robert D. Garton , R-Columbus , said he 'll miss the governor 's civility most .",neutral,neutral
"neutral to neutral: For the first time starting Thursday , all four pages of the Constitution will be on view instead of just the first and last pages .","And for the first time , all four pages of the Constitution will be on permanent display .",neutral,neutral
neutral to neutral: Finance Minister Masajuro Shiokawa said the yen has strengthened too much but declined to comment on whether Japan had intervened .,Japan 's Finance Minister Masajuro Shiokawa said the yen had strengthened too much but declined to comment on whether Japan had intervened in the market to stem the yen 's rise .,neutral,neutral
neutral to neutral: The S & P 500 and the Nasdaq indexes recorded their third straight week of gains .,Both the S & P 500 and the Nasdaq indexes have scored three straight weeks of gains .,neutral,neutral
neutral to neutral: He said there were complex reasons for the increased numbers of cases and scientists were only just beginning to understand the risk factors .,"However , he said , The reasons behind the increase in incidence are more complex and were just beginning to understand the risk factors .",neutral,neutral
"neutral to neutral: The suspected militants ambushed the convoy Saturday near the town of Spinboldak , said U.S. military spokesman Lt. Col. Douglas Lefforge .","The suspected militants ambushed the convoy near the town of Spinboldak , U.S. military spokesman Lt. Col. Douglas Lefforge said Sunday , a day after the attack .",neutral,neutral
neutral to neutral: She has also signed a contract with Random House to write two books .,Pauley also announced Thursday that she has struck a deal with Random House to pen two books .,neutral,neutral
"neutral to neutral: The technology-laced Nasdaq Composite Index .IXIC declined 25.78 points , or 1.56 percent , to 1,627.84 .","The broader Standard & Poor 's 500 Index .SPX eased 7.57 points , or 0.76 percent , at 990.94 .",neutral,neutral
neutral to neutral: The retailer said it came to the decision after hearing the opinions of customers and associates .,"The decision came after "" listening to our customers and associates , "" Melissa Berryhill , a spokeswoman for Wal-Mart , said .",neutral,neutral
"neutral to neutral: The NEA report , the "" Status of the American Public School Teacher , "" aims to help education groups shape their agendas .","The NEA report , "" Status of the American Public School Teacher , "" aims to help education groups shape their agendas and mold the country 's image of teachers .",neutral,neutral
"neutral to neutral: Paul Themba Nyathi , an MDC spokesman , said the Avenues Clinic was being targeted because it was treating opposition supporters .",MDC spokesperson Paul Themba Nyathi said the Avenues Clinic was targeted because it was handling opposition supporters .,neutral,neutral
"neutral to neutral: US Special Forces troops are training Colombian soldiers at military bases in the region to protect the pipeline , which transports crude from Colombia 's second-biggest oil field .",U.S. Special Forces troops are training Colombian soldiers at military bases in the region to protect the pipeline .,neutral,neutral
neutral to neutral: She was the only woman in her unit and a member of Teamsters Local 995 .,She was the only woman employed as a warehouse worker and heavy equipment operator and the only woman in her Teamsters local .,neutral,neutral
"neutral to neutral: After consulting with experts , he said he was advised a delay will give Luna his best chance of reuniting with "" L "" Pod , his family .","Experts say the delay will give Luna his best chance of reuniting with "" L "" Pod , his family , Thibault said .",neutral,neutral
neutral to neutral: Analysts have estimated that Vivendi Uni could fetch $ 12 billion- $ 14 billion for VUE .,Analysts have estimated that the two networks could fetch as much as $ 7 billion .,neutral,neutral
"neutral to neutral: "" The reasons behind the increase in incidence are more complex and we are only just beginning to understand the risk factors , "" he said .","However , he said , The reasons behind the increase in incidence are more complex and were just beginning to understand the risk factors .",neutral,neutral
"neutral to neutral: The interview , which also focuses on Schwarzenegger 's training routines and prowess as a bodybuilder , was reprinted this week on the website http : / / www.smokinggun.com.","The interview , which also focuses on Schwarzenegger 's training routines and prowess as a bodybuilder , was re-printed this week on the Web Site www.thesmokinggun.com.",neutral,neutral
"neutral to neutral: Trevor Fetter , who returned to Tenet as president last November , has been appointed as acting CEO , the company said .","The board has appointed Trevor Fetter , who returned to the company as president last November , as acting CEO .",neutral,neutral
"neutral to neutral: The 3 { hours of recordings include conversations between police , firefighters and other emergency workers , as well as media inquiries .","Among them are conversations between police , firefighters and other emergency workers , as well as media inquiries .",neutral,neutral
neutral to neutral: Germans account for more than 40 percent of foreign visitors coming to Italy .,Germans represent more than a quarter of all foreign visitors to Italy and 40 percent of hotel bookings .,neutral,neutral
"neutral to neutral: In 2002 , Linksys overtook Cisco Systems as the leading wireless equipment vendor , accounting for 14.1 percent of revenue .",Rolfe said Linksys overtook Cisco Systems last year as the leading supplier of WLAN equipment .,neutral,neutral
"neutral to admiration: RT Jones analyst Juli Niemann said Grant was "" the one we were all pulling for .","He has a very good reputation , "" RT Jones analyst Juli Niemann said of Grant .",neutral,admiration
"neutral to neutral: "" Please , keep doing your homework , "" said Bavelier , the mother of three .",""" Please , keep doing your homework , "" said Bavelier , the mother of 6-year-old twins and a 2-year old .",neutral,neutral
neutral to neutral: The notification was first reported Friday by MSNBC .,MSNBC.com first reported the CIA request on Friday .,neutral,neutral
PG & E Corp. shares jumped $ 1.63 or 8 percent to $ 21.03 on the New York Stock Exchange on Friday .,"The stock rose $ 2.11 , or about 11 percent , to close Friday at $ 21.51 on the New York Stock Exchange .",neutral,neutral
"The head of the local disaster unit , Gyorgy Heizler , said the coach driver had failed to heed red stop lights .","Gyorgy Heizler , head of the local disaster unit , said the coach was carrying 38 passengers .",neutral,neutral
""" I wanted to bring the most beautiful people into the most beautiful building , "" Tunick said Sunday .","I wanted to bring the most beautiful people into the most beautiful building , he said Sunday inside the Grand Central concourse .",neutral,neutral
"The Americas market will decline 2.1 percent to $ 30.6 billion in 2003 , and then grow 15.7 percent to $ 35.4 billion in 2004 .","The US chip market is expected to decline 2.1 percent this year , then grow 15.7 percent in 2004 .",neutral,neutral
""" The result is an overall package that will provide a significant economic growth for our employees over the next few years , "" he said .",""" The result is an overall package that will provide significant economic growth for our employees over the next four years . """,neutral,neutral
The company will offer songs for 99 cents and albums for $ 9.95 .,"The songs are on offer for 99 cents each , or $ 9.99 for an album .",neutral,neutral
The downtime is expected to take 60 million to 70 million board feet out of the companys system .,"The downtime , to take place in May and June , is expected to cut production by 60 million to 70 million board feet .",neutral,neutral
"Sumitomo Mitsui Financial ( JP : 8316 : news , chart , profile ) was down 2.5 percent at 198,000 yen .","But Mitsubishi Tokyo Financial ( JP : 8306 : news , chart , profile ) declined 3,000 yen , or 0.65 percent , to 456,000 yen .",neutral,neutral
""" Leaving aside attorney fees , we 're dealing with bragging rights of who wins and who loses , "" said Gammerman .",""" We 're just dealing with bragging rights here , who wins and who loses . """,neutral,neutral
"Shares of Hartford were up $ 2.28 , or 5.2 percent , to $ 45.90 in midday trading .",Shares of Hartford rose $ 2.88 to $ 46.50 in New York Stock Exchange composite trading .,admiration,admiration
"For the current academic year , tuition at public colleges averaged $ 4,694 , up almost $ 600 from the year before .","Tuition at four-year private colleges averaged $ 19,710 this year , up 6 percent from 2002 .",neutral,neutral
"But this could happen with any document format that supports VBA , including Word , Excel or PowerPoint .","A successful attack could be launched within any type of document that supports VBA , including Microsoft Word , Excel or PowerPoint .",neutral,neutral
"The Standard & Poor 's 500 Index was up 1.75 points , or 0.18 percent , to 977.68 .","Standard & Poor 's 500 stock index futures declined 4.40 points to 983.50 , while Nasdaq futures fell 6.5 points to 1,206.50 .",neutral,neutral
"Prosecutors said there is no question Waagner was behind the letters , which were sent at the same time that real anthrax attacks were killing people in 2001 .","Prosecutors said there is no question Waagner was behind the letters , which were sent at the same time of the anthrax attacks .",neutral,neutral
"After the other inmate fell , Selenski used the mattress to scale a 10-foot , razor-wire fence , Fischi said .","While Bolton apparently fell and was immobilized , Selenski used the mattress to scale a 10-foot , razor-wire fence , Fischi said .",neutral,neutral
"But he added that De Niro is "" a private person and doesn 't care to have his treatment out for public consumption . ""","But he added that the New York-based actor and producer is "" a private person and doesn 't care to have his treatment out for public consumption . """,neutral,neutral
She said it would take an estimated three months to conduct and require the cancellation of a sub-audit of the Department of Environmental Quality .,She estimated it would take three months and would require cancellation of a sub-audit of the Department of Environmental Quality .,neutral,neutral
"Byrne says he got carried away with PowerPoint and just "" started making stuff . """,""" I just got carried away and started making stuff , "" Byrne said .",neutral,neutral
"On Thursday , a Post article argued that a 50-basis-point cut was most likely .","On Thursday , a Post article argued that a 50 basis point cut from the Fed was more likely .",neutral,neutral
President Bush and top officials in his administration cited the threat from Iraq 's alleged chemical and biological weapons and nuclear weapons program as the main justification for going to war .,President George W. Bush and top administration officials cited the threat from Iraq 's banned weapons programs as the main justification for going to war .,neutral,neutral
""" It 's a huge black eye , "" said publisher Arthur Ochs Sulzberger Jr . , whose family has controlled the paper since 1896 .",""" It 's a huge black eye , "" said New York Times Company chairman Arthur Sulzberger .",neutral,neutral
"In Texas , public watchdog groups opposed Mr. Bush 's efforts to house his papers at his father 's presidential library , where they would have remained secret for a half-century .","Mr. Bush had sought to store his papers in his father 's presidential library , where they would have stayed secret for a half-century .",neutral,neutral
""" The SIA forecast reflects the new realities of the semiconductor industry of an 8-10 per cent ' ' growth rate "" , said George Scalise , the association 's president .",""" The SIA forecast reflects the new realities of the semiconductor industry of an 8-10 percent "" growth rate , George Scalise , the trade association 's president , said in a statement .",neutral,neutral
Stevens said that the drug manufacturers had not shown why the plan should be prevented from taking effect .,"Instead , the high court said that drug makers did not adequately show why the plan should be prevented from taking effect .",neutral,neutral
"A 32-year-old mother of two is suspected of drowning her children in a bathtub before slashing her wrists in an unsuccessful suicide attempt , police said .",A Lamar mother arrested Saturday in Colorado Springs is accused of drowning her two children in a bathtub before slitting her wrists .,neutral,neutral
"The search was concentrated in northeastern Pennsylvania , but State Police Trooper Tom Kelly acknowledged that Selenski could be out of the area .","The search was concentrated in northeast Pennsylvania , but State Police Trooper Tom Kelly acknowledged that Selenski could have traveled hundreds of miles by now .",neutral,neutral
""" The time has come to make public places smoke-free , "" they wrote in a letter to the Times newspaper .",They said : “ We believe that the time has come for legislation to make public places smoke-free .,neutral,neutral
"Called "" Taxpayers Against the Recall , "" it was to be launched Wednesday afternoon outside a Sacramento fire station .","The new effort , Taxpayers Against the Recall , will be formally launched Wednesday outside a Sacramento fire station .",neutral,neutral
Chest tightness after exercise and overall prevalence of asthma were also linked to the total amount of time spent at indoor pools .,"Furthermore , chest tightness after exercise and prevalence of asthma were both linked to the amount of time spent at the pool .",neutral,neutral
""" As of now , they are not supposed to wear anything on their heads but a NYC transit depot logo cap , "" Baldeo said .","Marisa Baldeo stated , however , the authority 's official uniform policy says "" they are not supposed to wear anything on their heads but a NYC transit depot logo cap .",neutral,neutral
"Two more died later , and initial autopsy reports show they succumbed to dehydration , hypothermia and suffocation .","Initial autopsy reports show they died of dehydration , hyperthermia and suffocation .",neutral,neutral
"In December , he had predicted a 5 percent growth rate .","In December , he anticipated growth of 5.3 percent to nearly $ 154 billion .",neutral,neutral
"Glover said the killer used a ``peculiar slipknot , ' ' including a coaxial cable and an extension cord , to strangle some of the victims .","Glover said the killer used a "" peculiar slipknot "" on the ligature he used to strangle some of the victims .",neutral,neutral
"The test , conducted by UCLA and UC Riverside , was paid for with $ 450,000 from the ARB .","The test was conducted by the University of California at Los Angeles and Riverside and was paid $ 450,000 from the ARB .",neutral,neutral
"Doris Brasher , who owns a grocery store on Highway 96 , said many in the close-knit town knew the three men who were killed .","Doris Brasher , who owns a grocery store near the police station , said many in the close-knit town knew the men who were killed .",neutral,neutral
"The company is also adding .Net and J2EE support to its Enterprise Application Environment development toolset , Sapp said .",The company is highlighting the addition of .NET and J2EE support to its Enterprise Application Environment ( EAE ) with the new mainframe .,neutral,neutral
The information was first printed yesterday in the New York Times .,That information was first reported in today 's editions of the New York Times .,neutral,neutral
""" That really affects the companies , big time , "" said Jim Santangelo , president of the Teamsters Joint Council 42 in El Monte .",""" It 's going to happen , "" said Jim Santangelo , president of the Teamsters Joint Council 42 in El Monte .",neutral,neutral
"Police Deputy Chief Clark Kimerer said the exercise went well , with some aspects , including the communication system between varying agencies , working better than expected .","Seattle Deputy Police Chief Clark Kimerer said the exercise here went well , with some aspects , including the communication system linking various agencies , working better than expected .",neutral,neutral
General Sattler heads a Combined Joint Task Force aboard the command ship Mount Whitney .,Gen. Sattler heads a Combined Joint Task Force based on ship in the Gulf of Aden and the Indian Ocean .,neutral,neutral
"SAN Architect will run approximately $ 2,400 while AutoAdvice is available with coverage from one to 50,000 CPUs .","AutoAdvice is available as a one-year subscription at $ 400 per CPU , scaling from one to 50,000 CPUs .",neutral,neutral
"Robert Stewart , spokesman for Park Place Entertainment , the parent company for Caesars , said the Supreme Court seemed to change the rules for lawsuits .","Robert Stewart , a spokesman for Park Place , the parent company of Caesars Palace , said he was surprised by the court 's decision .",neutral,neutral
Puretunes representatives could not be located Thursday to comment on the suit .,Representatives for Puretunes could not immediately be reached for comment Wednesday .,neutral,neutral
"Mr. O 'Neill had a solution : a 10-year , 100,000-mile warranty , meant to reassure buyers that they could trust Hyundai .","A key to that effort was the company 's introduction of a 10-year , 100,000-mile warranty , meant to reassure buyers that they could trust the Korean company .",neutral,neutral
"According to the writer of the letter , the infant was "" placed on the bed in a baby blanket "" by a nurse .",The letter stated that a premature stillborn baby was placed on the bed in a blanket .,neutral,neutral
"The announcement comes one day after Scott Charney , Microsoft 's global security chief , reiterated Microsoft 's promises to simplify the way it distributes patches to customers .","The announcement comes one day after Microsoft ’ s global security chief , Scott Charney , reiterated Microsoft ’ s promises to simplify the way it distributes patches to users .",neutral,neutral
"The Rev. John Johnston , 64 , was charged with aggravated harassment in the phone call case and with criminal possession of a weapon , according to a police statement .","The priest , the Rev. John F. Johnston , 64 , of 35th Avenue in Jackson Heights , was charged with aggravated harassment and criminal possession of a weapon .",neutral,neutral
"In his first trip to sub-Saharan Africa as president , Mr. Bush will visit Senegal , South Africa , Botswana , Uganda and Nigeria before returning home on Saturday .","This week 's tour will take Bush to Senegal , South Africa , Botswana , Uganda and Nigeria , and is aimed at softening his warrior image at home and abroad .",neutral,neutral
"The technology-laced Nasdaq Composite Index < .IXIC > added 1.92 points , or 0.12 percent , at 1,647.94 .","The technology-laced Nasdaq Composite Index dipped 0.08 of a point to 1,646 .",neutral,neutral
"The hearing occurred a day after the Pentagon for the first time singled out an officer , Dallager , for not addressing the scandal .","The hearing came one day after the Pentagon for the first time singled out an officer , Dallager , for failing to address the scandal .",neutral,neutral
Each boy weighed less than 50 pounds when they were removed from the home Oct. 10 .,"When police removed the four from the home , they weighed 136 pounds combined .",neutral,neutral
He was convicted in his absence in January and sentenced to 124 years .,He was convicted by a Ventura County Superior Court jury and sentenced in absentia to 124 years in prison .,neutral,neutral
"McCartney has three children - fashion designer Stella , 31 , Mary , 33 , and James , 25 - by first wife Linda .","Sir Paul already has three children fashion designer Stella , 31 , Mary , 33 , and James , 25 by his wife Linda , who died from breast cancer in 1998 .",neutral,neutral
Maj-Gen Jeffery said he would give his military pension to charity while he served at Yarralumla .,General Jeffery announced he would give his substantial military pension accumulated over 40 years to charity during his stay at Government House .,neutral,neutral
"Mr Blair became Labour leader in 1994 after the then leader , John Smith , died of a heart attack .",Blair himself took the reins of the Labour Party after its leader John Smith died of a heart attack in 1994 .,neutral,neutral
"PeopleSoft gained $ 1.09 , or 6.3 percent , to $ 18.24 and was Nasdaq 's most active issue .","PeopleSoft gained 94 cents , or 5.5 percent , to $ 18.09 .",neutral,neutral
"Shares in Berkeley-based Xoma lost 77 cents , or 14 percent , to close at $ 4.72 each in trading on the Nasdaq Stock Market .","Shares of Berkeley , California-based Xoma dropped $ 1.49 or 27 percent , to $ 4 in Instinet trading .",neutral,neutral
"In a public statement , a spokesperson said : "" Removing the waiver means nothing when Oracle still has pending litigation in Delaware that opposes the PeopleSoft / J.D. Edwards transaction . """,""" Removing the waiver means nothing when Oracle still has pending litigation in Delaware that opposes the PeopleSoft / J.D. Edwards transaction , "" PeopleSoft responded .",neutral,neutral
"Three months into the study , the Atkins group had lost an average of about 15 pounds , compared with five for the low-fat group .","After three months , Atkins dieters had lost an average of 14.7 pounds compared with 5.8 pounds in the conventional group .",neutral,neutral
The contract sets his annual base salary at $ 1.4 million and his target bonus at a minimum of $ 1 million .,The new contract extends the guarantee that his annual pay and bonus will be at least $ 2.4 million a year .,neutral,neutral
"Shares of LendingTree rose $ 6.03 , or 41 percent , to close at $ 20.72 on the Nasdaq stock market yesterday .","Shares of USA Interactive rose $ 2.28 , or 7 percent , to $ 34.96 on Friday in Nasdaq Stock Market composite trading and have gained 53 percent this year .",neutral,neutral
"The other 18 people in the building , including Harrison 's ex-girlfriend , were not injured , police spokesman Don Aaron said .","The other 18 people inside the building - two visitors and 16 employees , including Harrison 's ex-girlfriend - escaped without injury , Aaron said .",neutral,neutral
Southwest said it recently exercised remaining options for the delivery of nine Boeing 737-700s next year .,"Southwest exercised nine 2004 options and six 2005 options , which were accelerated for delivery next year .",neutral,neutral
"Under the agreement , Solutia will pay $ 50 million and Monsanto will pay $ 390 million .","Under the settlement , Solutia will pay $ 50 million in equal installments over a period of 10 years .",neutral,neutral
"Mahmud was seized near Tikrit , the area from which he and Saddam hail , about 150 kilometres north-west of Baghdad , US military officials said .","Mahmud was seized near Tikrit , the area from which he and Hussein hail , about 90 miles north of Baghdad , U.S. military officials said Wednesday night .",neutral,neutral
"Older people who eat fish at least once a week could cut their risk of Alzheimer 's by more than half , a study suggests .",Researchers found that people 65 and older who had fish once a week had a 60 % lower risk of Alzheimer 's than those who never or rarely ate fish .,neutral,neutral
Clayton Homes ' stock ceased trading on the New York Stock Exchange after Wednesday 's close .,Clayton 's shares were also suspended from trading on the New York Stock Exchange .,neutral,neutral
They said the police officers also entered various private wards at the clinic and attacked patients .,"They said many had been beaten , and police officers also stormed private wards at the hospital and harassed patients .",neutral,neutral
"The stock of Juniper Networks Inc. rose sharply Monday after the Mountain View , Calif.-based network-equipment maker announced a distribution and development deal with Lucent Technologies Inc .",Shares in Juniper Networks jumped more than 10 per cent on Monday after the networking equipment maker inked a sales and marketing deal with Lucent Technologies .,neutral,neutral
"The PG-13 sequel "" 2 Fast 2 Furious "" raked in an estimated $ 52.1 million during its opening weekend , jumping over last weekend 's catch , "" Finding Nemo . ""","The street-racing sequel "" 2 Fast 2 Furious "" won the pole position at the box office , taking in an estimated $ 52.1 million in its opening weekend .",neutral,neutral
The NIST discovered that in 1999 the Port Authority issued guidelines to upgrade the fireproofing to a thickness of 1 1 / 2 inches .,"In 1999 , the building 's owners , the Port Authority of New York and New Jersey , issued guidelines to upgrade the fireproofing to a thickness of 1 { inches .",neutral,neutral
"This represents an additional 23 cases of dementia per year in every 10,000 women treated .","Researchers predicted an additional 23 cases of dementia a year for every 10,000 women on the therapy .",neutral,neutral
And all of the samples contained molecules that can only be produced when cholesterol interacts with ozone .,They found molecules that can only be produced when ozone breaks down cholesterol .,neutral,neutral
"As stark as the numbers themselves , is the conundrum they highlight : the growing difficulty of classifying racial and ethnic categories in an increasingly fluid and multi-ethnic society .",The numbers highlight a conundrum : the difficulty of classifying racial and ethnic categories in an increasingly fluid and multi-ethnic society .,neutral,neutral
"A kayaker found Dr. Scribner 's body floating near the doctor 's houseboat in Portage Bay , where he was eating lunch when his wife , Ethel , left for an appointment .","Scribner 's body was found floating in the city 's Portage Bay , where he lived with his wife in a houseboat .",neutral,neutral
Two kids from Michigan are in today 's third round .,Tidmarsh will compete in today 's third round .,neutral,neutral
