input_text,target_text
"disappointment to embarrassment: The outbreak in 2007 and 2008 infected 143 vulnerable patients, which victims described as ‘a shame on the conscience of the NHS’.","The outbreak in 2007 and 2008 infected 143 vulnerable patients, which victims described as ‘a shame on the conscience of the NHS’."
excitement to joy: Newcastle Falcons celebrate emphatically at the final whistle with victory over Exeter Chiefs .,"At the conclusion of the game, the Newcastle Falcons celebrate their triumph over the Exeter Chiefs with great fervor."
excitement to joy: Newcastle Falcons players celebrate with the Kingston Park faithful in the South Stand on Sunday .,The South Stand faithful at Kingston Park were joined by the Newcastle Falcons players for a celebration on Sunday.
excitement to admiration: It was a cracking game from the start with the Falcons making a mess of the kick-off as the ball rebounded back on the Exeter side and eventually a penalty into the corner saw Thomas Waldrom driven over from the line-out.,It was a cracking game from the start with the Falcons making a mess of the kick-off as the ball rebounded back on the Exeter side and eventually a penalty into the corner saw Thomas Waldrom driven over from the line-out.
joy to admiration: Last month he again showcased his lively sense of humour when he stopped the Popemobile to try on a firefighter's helmet in front of a Vatican crowd.,"He stopped the Popemobile in front of a Vatican crowd last month to try on a firefighter's helmet, once again showcasing his animated sense of humor."
surprise to sadness: A ten-year-old boy burst into tears as he led his school in the Pledge of Allegiance - only to be surprised by the return of his soldier father who had been serving in Afghanistan.,"As he led his school in the Pledge of Allegiance, a ten-year-old boy was unable to hold back his tears, but his sadness was short-lived as his soldier father, who had been serving in Afghanistan, returned unexpectedly."
surprise to sadness: Welcome home dad: Sergeant Luis Bratic embraces his ten-year-old son Christopher at his elementary school in Michigan - who burst into tears after his father surprised him by coming home early from Afghanistan .,Sergeant Luis Bratic's early return from Afghanistan leads to an emotional reunion with his ten-year-old son Christopher at his Michigan elementary school.
optimism to disappointment: United need to get their campaign back on track after the demoralising 5-3 defeat to Leicester .,United need to get their campaign back on track after the demoralising 5-3 defeat to Leicester .
optimism to approval: VIDEO United can still be successful .,United's success can still be realized through video.
approval to realization: I think it's something I've learned to live with.,I think it's something I've learned to live with.
"admiration to approval: People on social media are ruthlessly honest, way more so than they would be in person.","People on social media are ruthlessly honest, way more so than they would be in person."
"fear to sadness: Fears were mounting today over the deputy head of a £25,000-a-year boarding school who went missing yesterday morning.","Worries were escalating today about the deputy head of a boarding school that costs £25,000 annually, who disappeared yesterday morning."
"gratitude to approval: Thanks to the Affordable Care Act, more than 48 million women in the U.S. are eligible for preventive care, including birth control, with no co-pay.","The Affordable Care Act has made it possible for over 48 million women in the U.S. to receive preventive care, including birth control, without any co-pay."
"approval to realization: In the decades since birth control became widely available, child mortality declined and health outcomes improved for women, infants and children.","In the decades since birth control became widely available, child mortality declined and health outcomes improved for women, infants and children."
admiration to disappointment: To put them here would completely spoil Hardy's beautiful countryside.,To put them here would completely spoil Hardy's beautiful countryside.
joy to love: That's what I like about it.,That's what I like about it.
"admiration to desire: I need to hit more balls, need to become a better player because he played that golf course almost in a perfect way.""","I need to hit more balls, need to become a better player because he played that golf course almost in a perfect way."""
optimism to disappointment: All my concentration is on a successful season with Roma.’ Gervinho scored 9 Premier League eague goals but was deemed a flop during his two seasons with Arsenal .,All my concentration is on a successful season with Roma.’ Gervinho scored 9 Premier League eague goals but was deemed a flop during his two seasons with Arsenal .
"confusion to curiosity: Dr Steve Simpson, from the School of Biological Sciences at Bristol University, said: ‘It's very intriguing - I don't really know what to make of it.’ The guerrilla campaign was created to launch a new show called ‘The Happenings’ on Watch, which features the magicians ‘Barry and Stewart’ and is made by the producers of Derren Brown.","Dr Steve Simpson of Bristol University's School of Biological Sciences expressed his curiosity regarding the guerrilla campaign promoting the new show 'The Happenings' on Watch, stating, ""It's very intriguing - I don't really know what to make of it."" The show features magicians Barry and Stewart and is produced by the makers of Derren Brown."
embarrassment to remorse: month found guilty of causing racially aggravated intentional .,month found guilty of causing racially aggravated intentional .
admiration to surprise: Eva astounded nurses and midwives as well as her family when she was born weighing 7lbs 4oz at the James Cook University Hospital in Middlesbrough.,"The birth of Eva at James Cook University Hospital in Middlesbrough, weighing 7lbs 4oz, left nurses, midwives, and her family in awe."
fear to nervousness: She said her parents died without a resolution and she had feared she might as well.,"She stated that her parents had died without a conclusion, and she had been anxious about the possibility."
optimism to desire: only hope that I looked okay.,All I wanted was to look decent.
optimism to nervousness: I just hope it didn’t look stupid on TV.,I'm apprehensive about its TV appearance.
"joy to love: But he said the girls -- affectionately dubbed ""Left sister"" and ""Right sister"" by their parents -- bring the new mother and father much joy.","The new parents derive a lot of happiness from the girls, who are lovingly known as ""Left sister"" and ""Right sister"" by their parents."
"joy to admiration: A spokesperson for Kaleidoscope, who carried out the survey, said: 'I think it’s fantastic to see from our survey results that so many grandmothers are enjoying fashion and feeling confident and comfortable enough to experiment with different styles and trends.",The survey conducted by Kaleidoscope was commended by a spokesperson who stated that it was great to see so many grandmothers embracing fashion and feeling comfortable enough to experiment with different styles and trends.
admiration to approval: It's about respect and loyalty…We arrive together.,It's about respect and loyalty…We arrive together.
optimism to admiration: It also hopes to open a window through which the general public can appreciate both art and science - two fields that for differing reasons can feel threatening to the non-expert.,"The goal is to offer a window for the general public to appreciate both art and science, two fields that can be overwhelming to non-experts for different reasons."
fear to sadness: Emergency rescue: Emergency workers rushed to a frightening wreckage that left nine people dead after their tour bus crashed in Eastern Oregon injuring 26 others on Sunday morning .,"A tour bus crash in Eastern Oregon on Sunday morning resulted in the deaths of nine individuals and injuries to 26 others, prompting emergency workers to respond immediately."
admiration to love: He absolutely idolises her and dotes on her.,He absolutely idolises her and dotes on her.
excitement to joy: Real Madrid star Cristiano Ronaldo celebrates after scoring against Barcelona during El Clasico last month .,Real Madrid star Cristiano Ronaldo celebrates after scoring against Barcelona during El Clasico last month .
"optimism to confusion: The current uncertainty will likely be decided in the next few days, he predicted.","The current uncertainty will likely be decided in the next few days, he predicted."
disappointment to disapproval: recommendation but was not surprised it had been declined.,"The proposal was declined, but the rejection was not a shock."
"optimism to admiration: If you do a good job, you may be rewarded for your efforts when things improve,"" he said.","If you perform admirably, you may be rewarded for your diligence when the situation improves, he noted."
admiration to love: The Hull forward tweeted a picture of Anelka’s celebration and wrote: ‘Anelka is a legend i love him is a best french striker’ and included a message of support for Dieudonne.,The Hull forward tweeted a picture of Anelka’s celebration and wrote: ‘Anelka is a legend i love him is a best french striker’ and included a message of support for Dieudonne.
"amusement to realization: said: ‘When l was photographed making that gesture three years ago, I . thought it was part of a comedy act and did not know it could be in any .","said: ‘When l was photographed making that gesture three years ago, I . thought it was part of a comedy act and did not know it could be in any ."
annoyance to disapproval: It is not worth arguing .,It is not worth arguing .
"approval to disapproval: And for him to want to erase it I just think it's wrong,' she said.","And for him to want to erase it I just think it's wrong,' she said."
surprise to disappointment: I couldn't believe it was happening.,It was hard to accept that it was happening.
gratitude to approval: Thankfully incidents of this nature are extremely rare on our network and the Tube is one of the safest railways in the world.,"It is comforting to know that events like this are extremely infrequent on our network, and the Tube is recognized as one of the safest railways in the world."
disappointment to disapproval: Not an ideal situation for a democracy -- and one that proved disastrous in the case of the Iraq War.,Not an ideal situation for a democracy -- and one that proved disastrous in the case of the Iraq War.
optimism to approval: This would provide the public a more accurate understanding of the real threats it faces and with that a greater certainty as to when we need to act.,This would provide the public a more accurate understanding of the real threats it faces and with that a greater certainty as to when we need to act.
disappointment to disapproval: insurance deals but fell foul of new guidance issued by the Financial .,The insurance policies were not compliant with the new Financial recommendations.
"fear to nervousness: Just two per cent of Britons are afraid of developing heart disease, according to a British heart Foundation poll .","Merely 2% of the British population is worried about the possibility of developing heart disease, as per a poll conducted by the British Heart Foundation."
"confusion to disappointment: It also raises the question why despite huge awareness campaigns for heart disease, the messages are not getting through.","Despite the widespread promotion of heart disease awareness, the issue of why the messages are not being absorbed remains."
"admiration to approval: In a further boost for British motorcycling, Scott Redding secured his first win in the Moto2 class.","In a further boost for British motorcycling, Scott Redding secured his first win in the Moto2 class."
admiration to surprise: Stunning: Dead Rising 3 looks much better than the last two games - making the most out of the hardware .,Stunning: Dead Rising 3 looks much better than the last two games - making the most out of the hardware .
"disappointment to disapproval: Unfortunately, this is not reflected in the opinion polls.","Unfortunately, this is not reflected in the opinion polls."
"sadness to disappointment: Sadly, I doubt this will be done in time, so I am looking forward to some fair weather in Clacton for a spot of canvassing against a respected erstwhile colleague.","Unfortunately, I doubt that this will be completed within the given timeframe, therefore I am looking forward to some fair weather in Clacton to engage in canvassing against a once-respected colleague."
"optimism to approval: The ruling continues a near-unbroken string of state and federal court victories nationwide in the past year, giving marriage-equality supporters unbridled encouragement that their ultimate goal will be achieved: eliminating all laws limiting the rights of homosexuals to wed. Seventeen states and the District of Columbia allow same-sex marriage within its borders: California, Connecticut, Delaware, Hawaii, Illinois, Iowa, Maine, Maryland, Massachusetts, Minnesota, New Hampshire, New Jersey, New Mexico, New York, Rhode Island, Vermont, and Washington.","The ruling continues a near-unbroken string of state and federal court victories nationwide in the past year, giving marriage-equality supporters unbridled encouragement that their ultimate goal will be achieved: eliminating all laws limiting the rights of homosexuals to wed. Seventeen states and the District of Columbia allow same-sex marriage within its borders: California, Connecticut, Delaware, Hawaii, Illinois, Iowa, Maine, Maryland, Massachusetts, Minnesota, New Hampshire, New Jersey, New Mexico, New York, Rhode Island, Vermont, and Washington."
realization to sadness: I knew what I was doing but I think it must have been a cry for help.,I knew what I was doing but I think it must have been a cry for help.
"fear to disapproval: She had today described the fear of having to wait two weeks to discover if she had any sexually transmitted disease, which came back clear.","Today, she had expressed her concern about waiting for two weeks to discover if she had any sexually transmitted diseases, but the outcome was negative."
admiration to realization: The discovery of antibiotics revolutionized medicine some 75 years ago.,"Around 75 years ago, the discovery of antibiotics caused a revolution in medicine."
confusion to disappointment: But the Blues legend's future remains unclear with the club still to offer him a new contract.,The club's failure to offer a new contract has left the future of the Blues legend in limbo.
optimism to desire: But I try to give my best.,I aim to give my finest effort.
sadness to disappointment: I was in hospital for two weeks and wasn’t able to return to work for six weeks.,I was in hospital for two weeks and wasn’t able to return to work for six weeks.
"admiration to love: She said: 'I’m the smallest I’ve ever been, and I feel wonderful.","She said: 'I’m the smallest I’ve ever been, and I feel wonderful."
approval to caring: Head above water: The group followed safety protocols to ensure that they didn't come to any harm .,Head above water: The group followed safety protocols to ensure that they didn't come to any harm .
"gratitude to admiration: Jesus, thank you for restoring hearts, relationships and families.","Jesus, we appreciate your efforts in bringing healing to hearts, relationships, and families."
"caring to nervousness: We are worried about them,’ Evelyn's partner Sharon Callahan told The National Enquirer in 2010.","They were a cause for worry, as stated by Sharon Callahan, Evelyn's partner, to The National Enquirer in 2010."
fear to nervousness: Turkish officials are worried that the crisis could deteriorate and destabilize the area.,The crisis has Turkish officials worried that it could deteriorate and create instability in the area.
excitement to joy: It’s a huge honour and I’m delighted.,It’s a huge honour and I’m delighted.
optimism to caring: Keep believing in yourself and hard work is the main thing.,Keep faith in yourself and prioritize hard work above all else.
"approval to realization: A lifetime of following the club taught him better, though, while the esteemed company he joined served to remind him of his responsibilities.","A lifetime of following the club taught him better, though, while the esteemed company he joined served to remind him of his responsibilities."
"admiration to approval: If I’m captain, I’ll just look to lead by example.","If I’m captain, I’ll just look to lead by example."
"admiration to surprise: With her make-up and hair completely flawless, it's hard to believe that Tamara is a first time mother.","With her make-up and hair completely flawless, it's hard to believe that Tamara is a first time mother."
admiration to sadness: But Sophia has turned my world .,My world has been turned upside down by Sophia.
gratitude to joy: upside down in an amazing way and I've never been happier.,upside down in an amazing way and I've never been happier.
"excitement to admiration: beautiful baby girl, born yesterday 6lb 9oz.","beautiful baby girl, born yesterday 6lb 9oz."
"pride to joy: Proudest day of our lives, .","Proudest day of our lives, ."
caring to fear: But the artist became alarmed when she learned that M&S had begun selling almost identical prints - using a similar font and with the slogans in the same position as her work - through its stores and website.,But the artist became alarmed when she learned that M&S had begun selling almost identical prints - using a similar font and with the slogans in the same position as her work - through its stores and website.
optimism to disgust: very unpleasant but at least I can be cured.,very unpleasant but at least I can be cured.
approval to caring: of two weeks of standard antibiotics and you will be right as rain.,Standard antibiotics for two weeks will restore your health.
admiration to approval: And they are in better condition than they have been for many years.,Their condition has improved significantly compared to previous years.
"approval to caring: Cause for concern: Although the marks look painful, they do not hurt and only produce a 'warm' sensation .","Cause for concern: Although the marks look painful, they do not hurt and only produce a 'warm' sensation ."
"admiration to approval: really powerful in that because I have no control over it, it just happens.","really powerful in that because I have no control over it, it just happens."
optimism to desire: wanted to capture that feeling of vulnerability and just that fleeting .,wanted to capture that feeling of vulnerability and just that fleeting .
"optimism to joy: Hopefully the new owner has a taste for cooking and will no doubt be delighted by the gourmet chef's kitchen, butler's pantry and grilling patio.","The gourmet chef's kitchen, butler's pantry, and grilling patio will be a source of joy for the new owner if they have a taste for cooking."
admiration to caring: His eyes were warming and he made me feel safe and comfortable.,His eyes were warming and he made me feel safe and comfortable.
annoyance to disappointment: Staff hardly paid any attention to me.,I was largely ignored by the staff.
confusion to sadness: Doctors have still not been able to pinpoint exactly what caused her stroke.,Doctors have still not been able to pinpoint exactly what caused her stroke.
"admiration to surprise: The Queen revealed a surprisingly fresh face this morning at an event to mark the 50th anniversary of the National theatre, having got to bed late last night.","The Queen revealed a surprisingly fresh face this morning at an event to mark the 50th anniversary of the National theatre, having got to bed late last night."
admiration to love: admired the horse from the production of ‘War Horse’ and received .,admired the horse from the production of ‘War Horse’ and received .
"excitement to disappointment: Watching the opening ceremony in the stadium where he'll compete, it was tough to control the emotion.","Watching the opening ceremony in the stadium where he'll compete, it was tough to control the emotion."
"anger to annoyance: The blunder has caused anger amongst local residents, who claim strict parking enforcement in the town centre has hit local businesses.","The blunder has sparked outrage among nearby citizens, who maintain that the rigorous parking enforcement in the downtown district has had a detrimental effect on the area's economy."
gratitude to approval: welcome an Obama visit to America's northern frontier – but only so he .,"A visit from Obama to America's northern frontier would be welcomed, provided that he meets specific conditions."
"caring to nervousness: But the sand tiger had not been eating in recent weeks, with staff concerned over its apparent lack of appetite.","The staff had become worried about the sand tiger's apparent loss of appetite, as it had not been eating in recent weeks."
realization to sadness: Williams eventually arrived at Mr Hignett’s home the following morning over 12 hours late only to find the old man was gone.,Williams eventually arrived at Mr Hignett’s home the following morning over 12 hours late only to find the old man was gone.
"sadness to remorse: Passing sentence the judge Mr Justice David Mackay: 'It is a very sad thing to see you here at your age, a man of good character who had won good opinion from people you worked with.","Mr Justice David Mackay, in his sentencing, expressed his regret at seeing a man of good character and well-regarded by his colleagues in court at his advanced age."
"admiration to approval: This video by South Korean rapper Psy became the most-watched YouTube video of all time in November when it surpassed teenage pop star Justin Bieber's 804 million views for ""Baby.""","This video by South Korean rapper Psy became the most-watched YouTube video of all time in November when it surpassed teenage pop star Justin Bieber's 804 million views for ""Baby."""
admiration to annoyance: Best public service broadcast: Dumb Ways to Die .,Best public service broadcast: Dumb Ways to Die .
admiration to approval: The striking thing about walking into the lobby is just how serene it is.,The calmness of the lobby is immediately noticeable upon entering.
admiration to surprise: Mysterious: When the hotel was refurbished in 2000 builders found this incredible Masonic temple behind a fake wall.,Mysterious: When the hotel was refurbished in 2000 builders found this incredible Masonic temple behind a fake wall.
"joy to admiration: Dinner at the Andaz, in its 1901 restaurant, is truly an experience to savour.",The Andaz's 1901 restaurant provides a dining experience that is truly unforgettable.
"joy to admiration: I savour a delicious crab starter with cucumber, grapefruit and blackberry jelly (£14) followed by a brilliantly executed beef fillet with potato cake, oxtail spring roll, stilton beignet, carrot and courgette puree (£29).","I savour a delicious crab starter with cucumber, grapefruit and blackberry jelly (£14) followed by a brilliantly executed beef fillet with potato cake, oxtail spring roll, stilton beignet, carrot and courgette puree (£29)."
"admiration to approval: A stable, democratic and prosperous Egypt constitutes a tremendous asset for the AU, as it strives to achieve its stated objectives.""","A stable, democratic, and prosperous Egypt would be a valuable asset for the AU as it works towards its stated objectives."
joy to approval: Marina Dalglish added: 'It is fantastic to see people are getting behind the charity and having such a lot of fun doing it.,"People's enthusiasm for the charity and their enjoyment of the experience is heartening, according to Marina Dalglish."
optimism to approval: Andy Murray's hopes of playing July's Davis Cup quarter final at Queen's Club look likely to be fulfilled after positive noises emanated today from the famous west London venue.,"The famous west London venue has given positive feedback today, indicating that Andy Murray's desire to play in the Davis Cup quarter final at Queen's Club in July is likely to come to fruition."
"joy to approval: He said: ‘Everybody is going to live much longer than we have experienced in the past, so it is really important to work out how we can ensure that we make this as enjoyable and meaningful as we can.","He said: ‘Everybody is going to live much longer than we have experienced in the past, so it is really important to work out how we can ensure that we make this as enjoyable and meaningful as we can."
surprise to sadness: Becca D'Angelo posted on Twitter: 'Such heartbreaking news this morning cannot believe it.,Becca D'Angelo posted on Twitter: 'Such heartbreaking news this morning cannot believe it.
"nervousness to disappointment: It is the latest shocking death threatening to undermine patient faith in the Welsh Ambulance Service, which has met its response targets just once in the past two-and-a-half years.","It is the latest shocking death threatening to undermine patient faith in the Welsh Ambulance Service, which has met its response targets just once in the past two-and-a-half years."
"caring to sadness: Our hearts are with you.’ As his country said prayers on Sunday for those who were on board the missing flight, Malaysia's Prime Minister said no words could describe their pain.","We share in your grief. The Prime Minister of Malaysia expressed the nation's pain as they prayed for the missing flight on Sunday, acknowledging the difficulty of the situation."
"sadness to disappointment: struggling to pay the licence fee, nothing better illustrates the .","struggling to pay the licence fee, nothing better illustrates the ."
fear to nervousness: Las Vegas residents fear voodoo rituals are to blame for piles of headless cockerels and pigeons that are being found on the city's streets.,The residents of Las Vegas are anxious that voodoo ceremonies are the culprit for the piles of headless pigeons and cockerels that are being discovered on the city's streets.
"caring to nervousness: The stench of rotting chicken lingers in the alleys behind their businesses, and the store owners are concerned about possible health risks.","The reek of putrefying chicken endures in the backstreets behind their stores, and the business owners are uneasy about possible health hazards."
"anger to annoyance: Furious with the distasteful comment, dozens of Twitter users fired back with their own tweets labeling the comment as shameful.","Furious with the distasteful comment, dozens of Twitter users fired back with their own tweets labeling the comment as shameful."
admiration to surprise: Unbelievable casual sexism by Mark Lawrenson.,Unbelievable casual sexism by Mark Lawrenson.
"disappointment to embarrassment: However, the attack is an embarrassing blow for Brazil’s Olympic organisers – who are keen to promote Rio’s improved safety record and dispel fears over crime.","However, the attack is an embarrassing blow for Brazil’s Olympic organisers – who are keen to promote Rio’s improved safety record and dispel fears over crime."
"admiration to approval: Most would agree the attacking prowess of the 26-year-old party-loving, Brazil striker would help bolster the attack of any team in the world, but it's his ability to help decide the future of Italian politics that was arguably just as attractive to his new employers.","Most would agree the attacking prowess of the 26-year-old party-loving, Brazil striker would help bolster the attack of any team in the world, but it's his ability to help decide the future of Italian politics that was arguably just as attractive to his new employers."
confusion to disapproval: I don't think I . could handle it.,I don't think I . could handle it.
disgust to fear: He said: 'The pictures are awful.,"""These pictures are horrendous,"" he expressed."
"anger to annoyance: I have had letters calling me a complete murderous bastard, emails to my general account.",My general account has been the recipient of letters and emails that have referred to me as a complete murderous bastard.
"approval to caring: Not only did I vouch for him, I told the bodyguard I would not play his game of pick-and-choose the reporter.","Not only did I vouch for him, I told the bodyguard I would not play his game of pick-and-choose the reporter."
"sadness to disappointment: Residents said they are ‘horrendously unhappy’ with the new exterior of the three-storey terraced home in South End, Kensington, which suddenly appeared after legal challenges thwarted a planning application to give the home a double basement to include a swimming pool .","The inhabitants of the locality expressed their severe unhappiness with the new exterior of the three-story terraced house in South End, Kensington, which suddenly appeared after a planning application for a double basement with a swimming pool was thwarted by legal challenges."
"admiration to approval: For those looking to soak up the winter sun, Cyprus tops the list for best value destinations .","For those looking to soak up the winter sun, Cyprus tops the list for best value destinations ."
joy to approval: Guests who go green are happy .,Guests who practice environmentalism are satisfied.
"joy to admiration: That's information that Genevieve Hein, 33, who always hangs up her towels at hotels to reuse them the next day, would enjoy having.","The information would be appreciated by Genevieve Hein, 33, who habitually hangs up her towels at hotels to reuse them."
"confusion to surprise: His question caught me off guard, but I finally managed a reply: ""I have no idea, but Vasek, were you guys ready for democracy back in 1989?""","His question came as a surprise, but I eventually responded with: ""I don't have an answer, but Vasek, were you guys prepared for democracy in 1989?"""
"amusement to approval: He smiled, and said, ""I see your point.""","He smiled, and said, ""I see your point."""
"approval to disapproval: The Film Array boasts easy, fast testing - but the FDA is not convinced it's effective enough to be used for diagnosis in hospitals .","The Film Array boasts easy, fast testing - but the FDA is not convinced it's effective enough to be used for diagnosis in hospitals ."
optimism to desire: I have been awaiting important bills to pay.,I have been awaiting important bills to pay.
"optimism to admiration: Though not well-funded, the party is well-organized and efficient and could make Zyuganov a more formidable opponent at the polls by the March election, Cohen said.","Though not well-funded, the party is well-organized and efficient and could make Zyuganov a more formidable opponent at the polls by the March election, Cohen said."
approval to desire: It's just going to be nice to that I have a bit of security for once and that I can pay the rent this week.,"It will be nice to have some security and be able to pay rent this week, for once."
"admiration to approval: and these kits really can keep children entertained for hours, perfect .","and these kits really can keep children entertained for hours, perfect ."
"confusion to disappointment: disarray, with a question mark over what footage to show of Taylor .","disarray, with a question mark over what footage to show of Taylor ."
excitement to admiration: This is the incredible moment a 100ft jet of water shot into the sky after technicians accidentally punctured a water main.,This is the incredible moment a 100ft jet of water shot into the sky after technicians accidentally punctured a water main.
"optimism to admiration: Chris Malloy, the inventor behind the unique design is hoping that he can sell the small prototypes as drones in a bid to fund his dream of creating a version for people to fly.","With the intention of funding his aspiration to create a human-operated version, Chris Malloy, the inventor of the exceptional design, is hoping to sell the miniature prototypes as drones."
admiration to desire: objective of this campaign is to kick-start sales of our beautiful .,The intention of this campaign is to begin the sales of our lovely goods.
admiration to approval: But the speech is worth recalling today because it amounted to such a profound pivot away from the prevailing nuclear logic of the Cold War.,The speech is worth recollecting today as it marked a significant departure from the dominant nuclear approach of the Cold War.
admiration to approval: Kennedy's rhetoric in Berlin was equal to his good intentions.,The level of Kennedy's oratory in Berlin was commensurate with his well-meaning intentions.
fear to nervousness: Cat owners have raised fears for their pets' lives after more than 100 went missing in one town - and some returned possible signs of abuse.,"Cat owners in one town are anxious about their pets' safety after more than 100 cats have gone missing, and some of the cats that have returned have shown signs of being abused."
caring to nervousness: The worried owner is one of almost 400 who have joined the community group Ipswich Missing Cats on Facebook.,The worried owner is one of almost 400 who have joined the community group Ipswich Missing Cats on Facebook.
realization to sadness: It was only when I went on the Facebook group that I realised so many had disappeared.,The Facebook group was where I found out that a significant number of people had disappeared.
surprise to disappointment: I couldn't believe all the violence.,I found it hard to accept the extent of violence.
joy to admiration: It was exhilarating and there was barely time to pause for breath before the Kop was in full song.,The sensation was invigorating and there was hardly any time to stop and breathe before the Kop began singing with gusto.
admiration to disapproval: To blame Sterling simply because he lost the ball on the edge of the Ludogorets penalty area would not do justice to his energetic and captivating peformamce.,To blame Sterling simply because he lost the ball on the edge of the Ludogorets penalty area would not do justice to his energetic and captivating peformamce.
"surprise to sadness: Raul's classmates were spared the details of his death, but the school was nonetheless shocked at the boy's passing.","Raul's death was kept private from his classmates, but the school was still deeply affected by the tragedy."
optimism to caring: Worried health chiefs in the Welsh capital hope people will be shocked at seeing video of themselves so intoxicated.,Health experts in the Welsh capital are concerned and expect that individuals will be shocked by the video footage of themselves being heavily intoxicated.
admiration to approval: His reputation for performing on the biggest stage was confirmed when he achieved the same double at the Athens Olympics in 2004.,His reputation for performing on the biggest stage was confirmed when he achieved the same double at the Athens Olympics in 2004.
"admiration to disappointment: But even his superb technique couldn't propel the double, double Olympic champion to a unprecedented triple triumph at London 2012 -- a fifth place in the 100m was his best individual showing.","Despite his exceptional talent, the double Olympic champion was unable to achieve an unprecedented triple victory at the London 2012 games, with his best individual showing being a fifth-place finish in the 100m event."
"gratitude to admiration: We are grateful for the continued prayers from Kali's supporters, which no doubt drive her recovery.""",Kali's supporters' unwavering prayers are appreciated and undoubtedly play a role in her recovery.
optimism to caring: utterance will lift the hearts of those around the world who thirst for .,utterance will lift the hearts of those around the world who thirst for .
joy to confusion: Throwing shapes: The First Lady seems to relish dancing in public - though we doubt a career in showbiz is on the cards.,Throwing shapes: The First Lady seems to relish dancing in public - though we doubt a career in showbiz is on the cards.
"embarrassment to remorse: Uzma Khan, defending, said: 'Mr Topham is an utterly remorseful man full of shame.","Uzma Khan, defending, said: 'Mr Topham is an utterly remorseful man full of shame."
admiration to approval: THATS INTERESTING  BEING A RECEIVER FROM  VODAFONE .,THATS INTERESTING  BEING A RECEIVER FROM  VODAFONE .
confusion to curiosity: Ordered phones then cancelled them what's wrong with that.,What's the matter with cancelling phones that were already ordered?
"gratitude to surprise: Chipotle may not have been on UK shores for long, but it is also deceptively easy to hit your daily quota here, largely thanks to the carnitas burrito which has 945 calories all by itself.","Even though Chipotle hasn't been in the UK for long, it's surprisingly easy to go over your daily calorie allowance, particularly with the 945-calorie carnitas burrito."
optimism to desire: I’m expecting a tough fight but there’s only going to be one winner and that’s me.,I’m expecting a tough fight but there’s only going to be one winner and that’s me.
approval to relief: Fortunately nobody was injured or killed by his actions.,Fortunately nobody was injured or killed by his actions.
admiration to approval: Membership quickly grew and it became the nation's largest Hare Krishna community.,Membership quickly grew and it became the nation's largest Hare Krishna community.
optimism to confusion: Whether it will provide a definitive solution to the world's ever-increasing energy needs remains to be seen.,The world's ever-increasing energy needs may or may not be resolved by it.
gratitude to admiration: To scale: The actual village has a whopping 117 buildings with Grade II listed status - and now the model version has qualified too thanks to its authentic portrayal of Cotswold style and environment .,"The model village has qualified for Grade II listed status due to its authentic depiction of the Cotswold style and environment, just like the actual village's 117 buildings."
confusion to surprise: How he’s escaped without a broken leg is beyond me.,How he’s escaped without a broken leg is beyond me.
disgust to disappointment: In my opinion he had a pretty appalling performance.’ Atkinson shows the red card to Matic after the Serbian midfielder retaliated to the tackle .,"From my perspective, his performance was pretty abysmal. Atkinson hands Matic a red card for his reaction to the tackle."
joy to love: Here are five of my favorite.,Here are five of my favorite.
"surprise to anger: What the hell am I doing, I ask myself, as I stand shivering on the brink.","What the hell am I doing, I ask myself, as I stand shivering on the brink."
"joy to admiration: And, for me, that’s the magic of swimming.",That's what makes swimming magical to me.
"joy to love: What I love is the emptiness, the menthol cool of the water.","What I love is the emptiness, the menthol cool of the water."
approval to desire: And with all the passion of a convert I became so keen on the fresh water and splashing about with ducks I was determined to swim there all year round.,And with all the passion of a convert I became so keen on the fresh water and splashing about with ducks I was determined to swim there all year round.
"excitement to disappointment: But, unfortunately, I was not allowed to wear my new wetsuit — ‘not in the spirit of the ponds’, I was told by the strict Hampstead matriarchs who police it.","But, unfortunately, I was not allowed to wear my new wetsuit — ‘not in the spirit of the ponds’, I was told by the strict Hampstead matriarchs who police it."
joy to love: He loved ‘the delicious feeling of freedom in stripping in the open air and running down naked to the sea’.,He loved ‘the delicious feeling of freedom in stripping in the open air and running down naked to the sea’.
"anger to annoyance: Personally, I hate being seen swimming, though others clearly don’t.","Although some people seem to enjoy it, I personally despise being watched while swimming."
sadness to annoyance: It’s bad enough trying to keep your feet as you stagger in.,It’s bad enough trying to keep your feet as you stagger in.
joy to approval: But the humiliation of looking like a seal heaving itself onto dry land is worth it for the joy of that swim.,The indignity of looking like a beached seal is a reasonable exchange for the bliss of swimming.
"joy to admiration: Because I know from experience that, whatever the season, once I’m swimming, I’m reminded, however briefly, how wonderful it is to be alive.","Because I know from experience that, whatever the season, once I’m swimming, I’m reminded, however briefly, how wonderful it is to be alive."
admiration to approval: It made a corner of Asia accessible and friendly; a familiar bolt hole in an unfamiliar country.,It made a corner of Asia accessible and friendly; a familiar bolt hole in an unfamiliar country.
sadness to disappointment: Such a shame I'm unable to play against Rotherham tomorrow away.,Such a shame I'm unable to play against Rotherham tomorrow away.
"approval to disappointment: My life has downsized, in a good way.","My life has downsized, in a good way."
joy to admiration: It was the best day of my life.,The most remarkable day of my lifetime.
